id_tabela,nome_coluna,chave,cobertura_temporal,valor
microdados_vinculos,bairros_sp,644,(1),Jardim Luisa
microdados_vinculos,bairros_sp,795,(1),Jardim Peri Novo
microdados_vinculos,bairros_sp,818,(1),Jardim Progresso
microdados_vinculos,bairros_sp,830,(1),Jardim Rodolfo Pirani
microdados_vinculos,bairros_sp,837,(1),Jardim Redencao
microdados_vinculos,bairros_sp,890,(1),Jardim Santa Filomena
microdados_vinculos,bairros_sp,985,(1),Jardim Textil
microdados_vinculos,bairros_sp,998,(1),Jardim Tupi
microdados_vinculos,bairros_sp,1002,(1),Jardim Uirapuru
microdados_vinculos,bairros_sp,1162,(1),Parque Maria Domitila
microdados_vinculos,bairros_sp,1166,(1),Parque Malagoli
microdados_vinculos,bairros_sp,1167,(1),Parque Mandaqui
microdados_vinculos,bairros_sp,1288,(1),Sítio Boa Vista
microdados_vinculos,bairros_sp,1294,(1),Sítio Cocaia
microdados_vinculos,bairros_sp,1295,(1),Sítio da Figueira
microdados_vinculos,bairros_sp,1300,(1),Sítio do Morro
microdados_vinculos,bairros_sp,1308,(1),Socorro
microdados_vinculos,bairros_sp,1348,(1),Vila Alteza
microdados_vinculos,bairros_sp,1353,(1),Vila Americana
microdados_vinculos,bairros_sp,1375,(1),Vila Augusto
microdados_vinculos,bairros_sp,1379,(1),Vila Buenos Aires
microdados_vinculos,bairros_sp,1401,(1),Vila Bertioga
microdados_vinculos,bairros_sp,1455,(1),Vila Chavantes
microdados_vinculos,bairros_sp,1488,(1),Vila Darli
microdados_vinculos,bairros_sp,1517,(1),Vila Fiat Lux
microdados_vinculos,bairros_sp,1542,(1),Vila Gilda
microdados_vinculos,bairros_sp,1679,(1),Vila Nova Galvao
microdados_vinculos,bairros_sp,1704,(1),Vila Nelson
microdados_vinculos,bairros_sp,1737,(1),Vila Piaui
microdados_vinculos,bairros_sp,1750,(1),Vila Portugal
microdados_vinculos,bairros_sp,1847,(1),Vila Souza
microdados_vinculos,bairros_sp,1857,(1),Vila Tolstoi
microdados_vinculos,bairros_sp,1867,(1),Vila Verde
microdados_estabelecimentos,bairros_sp,103,(1),Chácara Bosque do Sul
microdados_estabelecimentos,bairros_sp,109,(1),Chácara do Encosto
microdados_estabelecimentos,bairros_sp,222,(1),Fazenda Juta
microdados_estabelecimentos,bairros_sp,236,(1),Guavirutuba
microdados_estabelecimentos,bairros_sp,245,(1),Imirim
microdados_estabelecimentos,bairros_sp,331,(1),Jardim Bartira
microdados_estabelecimentos,bairros_sp,332,(1),Jardim Batalha
microdados_estabelecimentos,bairros_sp,364,(1),Jardim Camara
microdados_estabelecimentos,bairros_sp,379,(1),Jardim Casablanca
microdados_estabelecimentos,bairros_sp,457,(1),Jardim Edi
microdados_estabelecimentos,bairros_sp,465,(1),Jardim Eliane
microdados_estabelecimentos,bairros_sp,480,(1),Jardim dos Eucaliptos
microdados_estabelecimentos,bairros_sp,579,(1),Jardim Itatiaia
microdados_estabelecimentos,bairros_sp,589,(1),Jardim Jamaica
microdados_estabelecimentos,bairros_sp,628,(1),Jardim Libano
microdados_estabelecimentos,bairros_sp,630,(1),Jardim Lider
microdados_estabelecimentos,bairros_sp,638,(1),Jardim Luanda
microdados_estabelecimentos,bairros_sp,643,(1),Jardim Lugo
microdados_estabelecimentos,bairros_sp,645,(1),Jardim Luso
microdados_estabelecimentos,bairros_sp,674,(1),Jardim Maracana
microdados_estabelecimentos,bairros_sp,719,(1),Jardim Nova Colonia
microdados_estabelecimentos,bairros_sp,829,(1),Jardim Rio Pequeno
microdados_estabelecimentos,bairros_sp,848,(1),Jardim Rizzo
microdados_estabelecimentos,bairros_sp,883,(1),Jardim Santa Efigenia
microdados_estabelecimentos,bairros_sp,897,(1),Jardim Sonia Inga
microdados_estabelecimentos,bairros_sp,945,(1),Jardim Samas
microdados_estabelecimentos,bairros_sp,1036,(1),Jardim Ymay
microdados_estabelecimentos,bairros_sp,1124,(1),Parque Claudia
microdados_estabelecimentos,bairros_sp,1197,(1),Parque Residencial D'abril
microdados_estabelecimentos,bairros_sp,1249,(1),Recanto Ana Maria
microdados_estabelecimentos,bairros_sp,1253,(1),Recanto Paraiso
microdados_estabelecimentos,bairros_sp,1254,(1),Recanto Santo Antonio
microdados_estabelecimentos,bairros_sp,1304,(1),Sítio Ponderosa
microdados_estabelecimentos,bairros_sp,1356,(1),Vila Anastacio
microdados_estabelecimentos,bairros_sp,1439,(1),Vila Carioca
microdados_estabelecimentos,bairros_sp,1468,(1),Vila Continental
microdados_estabelecimentos,bairros_sp,1582,(1),Vila Irene
microdados_estabelecimentos,bairros_sp,1584,(1),Vila Isabel
microdados_estabelecimentos,bairros_sp,1606,(1),Vila Lais
microdados_estabelecimentos,bairros_sp,1619,(1),Vila Maria Eugenia
microdados_estabelecimentos,bairros_sp,1642,(1),Vila Maringa
microdados_estabelecimentos,bairros_sp,1645,(1),Vila Matias
microdados_estabelecimentos,bairros_sp,1800,(1),Vila Santa Eulalia
microdados_estabelecimentos,bairros_sp,1825,(1),Vila Santana
microdados_estabelecimentos,bairros_sp,1876,(1),Vila Zelina
microdados_estabelecimentos,bairros_sp,9857,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,3271,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13668,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13293,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,17140,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10235,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10952,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6530,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10006,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13412,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4669,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,17116,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13447,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11444,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8826,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4103,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10618,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8036,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16748,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15288,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13382,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4871,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8524,(1),Código não encontrado nos dicionários oficiais.
microdados_vinculos,bairros_sp,146,(1),Chácara Vovo
microdados_vinculos,bairros_sp,190,(1),Conjunto Residencial Morumbi
microdados_vinculos,bairros_sp,314,(1),Jardim Augusta
microdados_vinculos,bairros_sp,366,(1),Jardim Cambara
microdados_vinculos,bairros_sp,407,(1),Jardim Comercial
microdados_vinculos,bairros_sp,421,(1),Jardim Cristalia
microdados_vinculos,bairros_sp,468,(1),Jardim Elizabeth
microdados_vinculos,bairros_sp,470,(1),Jardim Elza
microdados_vinculos,bairros_sp,487,(1),Jardim Florida Paulista
microdados_vinculos,bairros_sp,587,(1),Jardim Jacana
microdados_vinculos,bairros_sp,701,(1),Jardim Miragaia
microdados_vinculos,bairros_sp,737,(1),Jardim Nastari
microdados_vinculos,bairros_sp,739,(1),Jardim Naufal
microdados_vinculos,bairros_sp,744,(1),Jardim Nelia I
microdados_vinculos,bairros_sp,811,(1),Jardim dos Prados
microdados_vinculos,bairros_sp,844,(1),Jardim Republica
microdados_vinculos,bairros_sp,963,(1),Jardim Solange
microdados_vinculos,bairros_sp,999,(1),Jardim Turquesa
microdados_vinculos,bairros_sp,1115,(1),Parque Bologne
microdados_vinculos,bairros_sp,1117,(1),Parque Brasil
microdados_vinculos,bairros_sp,1136,(1),Parque do Engenho
microdados_vinculos,bairros_sp,1151,(1),Parque Industrial
microdados_vinculos,bairros_sp,1165,(1),Parque Monteiro Soares
microdados_vinculos,bairros_sp,1323,(1),Vista Alegre
microdados_vinculos,bairros_sp,1329,(1),Vila Ana Claudia
microdados_vinculos,bairros_sp,1349,(1),Vila Alzira
microdados_vinculos,bairros_sp,1368,(1),Vila Apoena
microdados_vinculos,bairros_sp,1404,(1),Vila Bonilha
microdados_vinculos,bairros_sp,1548,(1),Vila Graziela
microdados_vinculos,bairros_sp,1742,(1),Vila Pirituba
microdados_vinculos,bairros_sp,1773,(1),Vila Reis
microdados_vinculos,bairros_sp,1796,(1),Vila Santo Estevam Reis
microdados_estabelecimentos,bairros_sp,21,(1),Bom Retiro
microdados_estabelecimentos,bairros_sp,83,(1),Cidade Tiradentes
microdados_estabelecimentos,bairros_sp,85,(1),Casa Verde Baixa
microdados_estabelecimentos,bairros_sp,193,(1),Conjunto Residencial Paraiso
microdados_estabelecimentos,bairros_sp,276,(1),Jardim Aladim
microdados_estabelecimentos,bairros_sp,315,(1),Jardim Augusto
microdados_estabelecimentos,bairros_sp,317,(1),Jardim Aurelio
microdados_estabelecimentos,bairros_sp,402,(1),Jardim Colegio
microdados_estabelecimentos,bairros_sp,415,(1),Jardim Cotiana
microdados_estabelecimentos,bairros_sp,517,(1),Jardim Guapira
microdados_estabelecimentos,bairros_sp,586,(1),Jardim Jabaquara
microdados_estabelecimentos,bairros_sp,618,(1),Jardim Lapena
microdados_estabelecimentos,bairros_sp,717,(1),Jardim Nova Brasilia
microdados_estabelecimentos,bairros_sp,746,(1),Jardim Nelia III
microdados_estabelecimentos,bairros_sp,747,(1),Jardim Nelia IV
microdados_estabelecimentos,bairros_sp,804,(1),Jardim Piracuama
microdados_estabelecimentos,bairros_sp,853,(1),Jardim Rosana
microdados_estabelecimentos,bairros_sp,861,(1),Jardim Russo
microdados_estabelecimentos,bairros_sp,953,(1),Jardim Scaff
microdados_estabelecimentos,bairros_sp,972,(1),Jardim Teresa Cristina
microdados_estabelecimentos,bairros_sp,998,(1),Jardim Tupi
microdados_estabelecimentos,bairros_sp,1006,(1),Jardim Universal
microdados_estabelecimentos,bairros_sp,1150,(1),Parque Independencia
microdados_estabelecimentos,bairros_sp,1212,(1),Parque São Joaquim
microdados_estabelecimentos,bairros_sp,1267,(1),São Domingos
microdados_estabelecimentos,bairros_sp,1299,(1),Sítio Matsumura
microdados_estabelecimentos,bairros_sp,1365,(1),Vila Antonina
microdados_estabelecimentos,bairros_sp,1369,(1),Vila Araguaia
microdados_estabelecimentos,bairros_sp,1462,(1),Vila Clementino
microdados_estabelecimentos,bairros_sp,1478,(1),Vila Doutor Eiras
microdados_estabelecimentos,bairros_sp,1487,(1),Vila Damaceno
microdados_estabelecimentos,bairros_sp,1490,(1),Vila Dinorah
microdados_estabelecimentos,bairros_sp,1559,(1),Vila Hamburguesa
microdados_estabelecimentos,bairros_sp,1561,(1),Vila Helena
microdados_estabelecimentos,bairros_sp,1571,(1),Vila Imperio
microdados_estabelecimentos,bairros_sp,1572,(1),Vila Inacio
microdados_estabelecimentos,bairros_sp,1590,(1),Vila Joao Batista
microdados_estabelecimentos,bairros_sp,1603,(1),Vila Lucia Elvira
microdados_estabelecimentos,bairros_sp,1658,(1),Vila Mirante
microdados_estabelecimentos,bairros_sp,1790,(1),Vila São Camilo
microdados_estabelecimentos,bairros_sp,1844,(1),Vila Sol
microdados_estabelecimentos,bairros_sp,1858,(1),Vila Tramontano
microdados_estabelecimentos,bairros_sp,1873,(1),Vila Yolanda
microdados_estabelecimentos,bairros_sp,15733,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14567,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11223,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5282,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,3603,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9121,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4898,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13285,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9300,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,3034,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9679,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4057,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15083,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14710,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16047,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8532,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2631,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2810,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4545,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15059,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6521,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10022,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6548,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14648,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,17159,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14290,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11711,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4928,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,18457,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10375,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2291,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10790,(1),Código não encontrado nos dicionários oficiais.
microdados_vinculos,bairros_sp,118,(1),Chácara Jaragua
microdados_vinculos,bairros_sp,167,(1),Conjunto Habitacional Padre Manoe
microdados_vinculos,bairros_sp,211,(1),Ermelino Matarazzo
microdados_vinculos,bairros_sp,215,(1),Educandario
microdados_vinculos,bairros_sp,298,(1),Jardim Anhanguera
microdados_vinculos,bairros_sp,316,(1),Jardim Aurelia
microdados_vinculos,bairros_sp,432,(1),Jardim da Saude
microdados_vinculos,bairros_sp,460,(1),Jardim Edwiges
microdados_vinculos,bairros_sp,546,(1),Jardim Ibitirama
microdados_vinculos,bairros_sp,618,(1),Jardim Lapena
microdados_vinculos,bairros_sp,684,(1),Jardim Marilu
microdados_vinculos,bairros_sp,776,(1),Jardim Peri Peri
microdados_vinculos,bairros_sp,807,(1),Jardim Pirituba
microdados_vinculos,bairros_sp,906,(1),Jardim S Kemel
microdados_vinculos,bairros_sp,914,(1),Jardim Sonia Marly
microdados_vinculos,bairros_sp,932,(1),Jardim São Sebastiao
microdados_vinculos,bairros_sp,1000,(1),Jardim Uberaba
microdados_vinculos,bairros_sp,1057,(1),Maranhao
microdados_vinculos,bairros_sp,1111,(1),Parque Boa Esperanca
microdados_vinculos,bairros_sp,1179,(1),Parque do Otero
microdados_vinculos,bairros_sp,1245,(1),Rio Pequeno
microdados_vinculos,bairros_sp,1311,(1),Tres Cruzes
microdados_vinculos,bairros_sp,1351,(1),Vila Amelia
microdados_vinculos,bairros_sp,1423,(1),Vila Conde do Pinhal
microdados_vinculos,bairros_sp,1442,(1),Vila Carolina
microdados_vinculos,bairros_sp,1530,(1),Vila Franci
microdados_vinculos,bairros_sp,1571,(1),Vila Imperio
microdados_vinculos,bairros_sp,1702,(1),Vila Natalia
microdados_vinculos,bairros_sp,1741,(1),Vila Pirajussara
microdados_vinculos,bairros_sp,1808,(1),Vila Santa Lucia
microdados_vinculos,bairros_sp,1836,(1),Vila Silvia
microdados_vinculos,bairros_sp,1859,(1),Vila Uberabinha
microdados_estabelecimentos,bairros_sp,19,(1),Barra Funda
microdados_estabelecimentos,bairros_sp,59,(1),Cidade Jardim
microdados_estabelecimentos,bairros_sp,62,(1),Cidade Leonor
microdados_estabelecimentos,bairros_sp,65,(1),Cidade Munhoz Junior
microdados_estabelecimentos,bairros_sp,88,(1),Casa Verde
microdados_estabelecimentos,bairros_sp,119,(1),Chácara Maria Trindade
microdados_estabelecimentos,bairros_sp,155,(1),Conjunto Habitacional Barreira Gr
microdados_estabelecimentos,bairros_sp,281,(1),Jardim Alpino
microdados_estabelecimentos,bairros_sp,375,(1),Jardim Carlu
microdados_estabelecimentos,bairros_sp,381,(1),Jardim dos Cataldis
microdados_estabelecimentos,bairros_sp,446,(1),Jardim Domitila
microdados_estabelecimentos,bairros_sp,606,(1),Jardim Kika
microdados_estabelecimentos,bairros_sp,655,(1),Jardim Maria Margarida
microdados_estabelecimentos,bairros_sp,661,(1),Jardim Martins Silva
microdados_estabelecimentos,bairros_sp,726,(1),Jardim Novo Parelheiros
microdados_estabelecimentos,bairros_sp,777,(1),Jardim Palmares
microdados_estabelecimentos,bairros_sp,798,(1),Jardim Petropolis
microdados_estabelecimentos,bairros_sp,807,(1),Jardim Pirituba
microdados_estabelecimentos,bairros_sp,866,(1),Jardim Santo Andre
microdados_estabelecimentos,bairros_sp,867,(1),Jardim Santo Antoninho
microdados_estabelecimentos,bairros_sp,904,(1),Jardim São Jose
microdados_estabelecimentos,bairros_sp,915,(1),Jardim São Martinho
microdados_estabelecimentos,bairros_sp,1044,(1),Lageado
microdados_estabelecimentos,bairros_sp,1059,(1),Mooca
microdados_estabelecimentos,bairros_sp,1064,(1),Nucleo Carvalho de Araujo
microdados_estabelecimentos,bairros_sp,1103,(1),Parque Amelia
microdados_estabelecimentos,bairros_sp,1155,(1),Parque Jardim Mirassol
microdados_estabelecimentos,bairros_sp,1214,(1),Parque São Jose
microdados_estabelecimentos,bairros_sp,1275,(1),Santa Maria
microdados_estabelecimentos,bairros_sp,1280,(1),Santa Teresinha
microdados_estabelecimentos,bairros_sp,1290,(1),Sítio Botuquara
microdados_estabelecimentos,bairros_sp,1334,(1),Vila Antonio dos Santos
microdados_estabelecimentos,bairros_sp,1394,(1),Vila Barreto
microdados_estabelecimentos,bairros_sp,1408,(1),Vila Bozzini
microdados_estabelecimentos,bairros_sp,1412,(1),Vila Brasilina
microdados_estabelecimentos,bairros_sp,1465,(1),Vila Conceicao
microdados_estabelecimentos,bairros_sp,1507,(1),Vila Emir
microdados_estabelecimentos,bairros_sp,1545,(1),Vila Gouveia
microdados_estabelecimentos,bairros_sp,1578,(1),Vila Invernada
microdados_estabelecimentos,bairros_sp,1602,(1),Vila Klaunig
microdados_estabelecimentos,bairros_sp,1674,(1),Vila Nova Cachoeirinha
microdados_estabelecimentos,bairros_sp,1713,(1),Vila Nova
microdados_estabelecimentos,bairros_sp,1717,(1),Vila Olinda
microdados_estabelecimentos,bairros_sp,1758,(1),Vila Parque Jabaquara
microdados_estabelecimentos,bairros_sp,1771,(1),Vila Re
microdados_estabelecimentos,bairros_sp,1789,(1),Vila Santo Antonio
microdados_estabelecimentos,bairros_sp,1815,(1),Vila São Silvestre
microdados_estabelecimentos,bairros_sp,1848,(1),Vila Stela
microdados_estabelecimentos,bairros_sp,1874,(1),Vila Zat
microdados_estabelecimentos,bairros_sp,15806,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2313,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10995,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6459,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,3301,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,7641,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10880,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15920,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5460,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10936,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15571,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6980,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11487,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15440,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,18945,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9814,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,12505,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9539,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4111,(1),Código não encontrado nos dicionários oficiais.
microdados_vinculos,bairros_sp,26,(1),Balneário São Jose
microdados_vinculos,bairros_sp,38,(1),Burgo Paulista
microdados_vinculos,bairros_sp,87,(1),Cidade Vargas
microdados_vinculos,bairros_sp,102,(1),Chácara Belenzinho
microdados_vinculos,bairros_sp,148,(1),Conjunto dos Bancarios
microdados_vinculos,bairros_sp,196,(1),Conjunto Residencial Santa Terezi
microdados_vinculos,bairros_sp,208,(1),Engenheiro Goulart
microdados_vinculos,bairros_sp,213,(1),Estancia Tangara
microdados_vinculos,bairros_sp,255,(1),Jacana
microdados_vinculos,bairros_sp,340,(1),Jardim Bibi
microdados_vinculos,bairros_sp,364,(1),Jardim Camara
microdados_vinculos,bairros_sp,383,(1),Jardim Catarina
microdados_vinculos,bairros_sp,403,(1),Jardim Colina
microdados_vinculos,bairros_sp,489,(1),Jardim Felicidade
microdados_vinculos,bairros_sp,490,(1),Jardim Fernandes
microdados_vinculos,bairros_sp,565,(1),Jardim Iracema
microdados_vinculos,bairros_sp,621,(1),Jardim Laura
microdados_vinculos,bairros_sp,660,(1),Jardim Maria Sampaio
microdados_vinculos,bairros_sp,698,(1),Jardim Melo
microdados_vinculos,bairros_sp,711,(1),Jardim Morro Verde
microdados_vinculos,bairros_sp,797,(1),Jardim Petisco
microdados_vinculos,bairros_sp,913,(1),Jardim Santa Margarida
microdados_vinculos,bairros_sp,1089,(1),Piraporinha
microdados_vinculos,bairros_sp,1119,(1),Parque Casa de Pedra
microdados_vinculos,bairros_sp,1133,(1),Parque do Castelo
microdados_vinculos,bairros_sp,1253,(1),Recanto Paraiso
microdados_vinculos,bairros_sp,1297,(1),Sítio Laredo
microdados_vinculos,bairros_sp,1355,(1),Vila Analia
microdados_vinculos,bairros_sp,1481,(1),Vila Divina Pastora
microdados_vinculos,bairros_sp,1524,(1),Vila Feliz
microdados_vinculos,bairros_sp,1544,(1),Vila Gomes
microdados_vinculos,bairros_sp,1611,(1),Vila Lisboa
microdados_vinculos,bairros_sp,1682,(1),Vila Nova Mazzei
microdados_vinculos,bairros_sp,1749,(1),Vila Popular
microdados_vinculos,bairros_sp,1801,(1),Vila São Francisco
microdados_vinculos,bairros_sp,1810,(1),Vila Santa Maria
microdados_estabelecimentos,bairros_sp,78,(1),Cidade São Mateus
microdados_estabelecimentos,bairros_sp,194,(1),Conjunto Residencial Pinheirinho
microdados_estabelecimentos,bairros_sp,328,(1),Jardim das Bandeiras
microdados_estabelecimentos,bairros_sp,519,(1),Jardim Guarapiranga
microdados_estabelecimentos,bairros_sp,563,(1),Jardim Ipora
microdados_estabelecimentos,bairros_sp,568,(1),Jardim Iris
microdados_estabelecimentos,bairros_sp,591,(1),Jardim Jaqueline
microdados_estabelecimentos,bairros_sp,598,(1),Jardim Jordao
microdados_estabelecimentos,bairros_sp,659,(1),Jardim Maria Rita
microdados_estabelecimentos,bairros_sp,752,(1),Jardim Nizia
microdados_estabelecimentos,bairros_sp,835,(1),Jardim Record
microdados_estabelecimentos,bairros_sp,933,(1),Jardim Sete de Setembro
microdados_estabelecimentos,bairros_sp,938,(1),Jardim Santa Terezinha
microdados_estabelecimentos,bairros_sp,954,(1),Jardim Seckler
microdados_estabelecimentos,bairros_sp,1095,(1),Praia do Leblon
microdados_estabelecimentos,bairros_sp,1111,(1),Parque Boa Esperanca
microdados_estabelecimentos,bairros_sp,1173,(1),Parque Munhoz
microdados_estabelecimentos,bairros_sp,1250,(1),Recanto Campo Belo
microdados_estabelecimentos,bairros_sp,1255,(1),Recanto dos Sonhos
microdados_estabelecimentos,bairros_sp,1328,(1),Vila Anglo Brasileira
microdados_estabelecimentos,bairros_sp,1398,(1),Vila Beatriz
microdados_estabelecimentos,bairros_sp,1461,(1),Vila Clelia
microdados_estabelecimentos,bairros_sp,1547,(1),Vila Granada
microdados_estabelecimentos,bairros_sp,1552,(1),Vila Guarani
microdados_estabelecimentos,bairros_sp,1580,(1),Vila Ipojuca
microdados_estabelecimentos,bairros_sp,1605,(1),Vila Lageado
microdados_estabelecimentos,bairros_sp,1635,(1),Vila Margareth
microdados_estabelecimentos,bairros_sp,1657,(1),Vila Mira
microdados_estabelecimentos,bairros_sp,1696,(1),Vila Nova Utinga
microdados_estabelecimentos,bairros_sp,1804,(1),Vila Santa Ines
microdados_estabelecimentos,bairros_sp,1812,(1),Vila São Paulo
microdados_estabelecimentos,bairros_sp,6360,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5312,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2046,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8281,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14141,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5592,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16357,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9520,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16101,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,7781,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,12327,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8605,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16470,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2070,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11037,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8877,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6408,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,7277,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6971,(1),Código não encontrado nos dicionários oficiais.
